Segment,Country,Product,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts,Discounts %,Sales,COGS,COGS %,Profit,Profit Margin %,Profit Category,Date,Month Number,Month Name,Year
Enterprise,Canada, VTT , High ,1583,250,125,197875,25723.75,13.00%,172151.25,189960,110.34%,-17808.75,-9.00%,Low,6/1/2014,6, June ,2014
Government,France, Paseo , High ,1594,10,350,557900,66948,12.00%,490952,414440,84.42%,76512,13.71%,Low,11/1/2014,11, November ,2014
Enterprise,United States of America, Velo , High ,1596,120,125,199500,19950,10.00%,179550,191520,106.67%,-11970,-6.00%,Low,9/1/2014,9, September ,2014
Government,Germany, Paseo , Medium ,1598,10,7,11186,894.88,8.00%,10291.12,7990,77.64%,2301.12,20.57%,Medium,8/1/2014,8, August ,2014
Small Business,Mexico, Paseo , Medium ,1607,10,300,482100,24105,5.00%,457995,401750,87.72%,56245,11.67%,Low,4/1/2014,4, April ,2014
Government,Canada, Montana , Medium ,1611,5,7,11277,1014.93,9.00%,10262.07,8055,78.49%,2207.07,19.57%,Medium,12/1/2013,12, December ,2013
Midmarket,Canada, Paseo , High ,1614,10,15,24210,3631.5,15.00%,20578.5,16140,78.43%,4438.5,18.33%,Medium,4/1/2014,4, April ,2014
Government,Canada, Carretera ,,1618.5,3,20,32370,0,0.00%,32370,16185,50.00%,16185,50.00%,High,1/1/2014,1, January ,2014
Midmarket,Canada, Amarilla , Medium ,1630.5,260,15,24457.5,2201.18,9.00%,22256.33,16305,73.26%,5951.33,24.33%,Medium,7/1/2014,7, July ,2014
Government,Mexico, VTT , Low ,1642,250,350,574700,17241,3.00%,557459,426920,76.58%,130539,22.71%,Medium,8/1/2014,8, August ,2014
Enterprise,Canada, Amarilla , Medium ,1645,260,125,205625,14393.75,7.00%,191231.25,197400,103.23%,-6168.75,-3.00%,Low,5/1/2014,5, May ,2014
Small Business,France, Velo , Medium ,1659,120,300,497700,34839,7.00%,462861,414750,89.61%,48111,9.67%,Low,7/1/2014,7, July ,2014
Enterprise,Canada, Amarilla , High ,1659,260,125,207375,26958.75,13.00%,180416.25,199080,110.34%,-18663.75,-9.00%,Low,1/1/2014,1, January ,2014
Enterprise,Mexico, Montana , Low ,1660,5,125,207500,4150,2.00%,203350,199200,97.96%,4150,2.00%,Low,11/1/2013,11, November ,2013
Government,France, Montana , Medium ,1666,5,350,583100,52479,9.00%,530621,433160,81.63%,97461,16.71%,Medium,5/1/2014,5, May ,2014
Government,Mexico, Amarilla , Medium ,1679,260,350,587650,35259,6.00%,552391,436540,79.03%,115851,19.71%,Medium,9/1/2014,9, September ,2014
Government,Mexico, Amarilla , Medium ,1683,260,7,11781,589.05,5.00%,11191.95,8415,75.19%,2776.95,23.57%,Medium,7/1/2014,7, July ,2014
Government,Germany, Amarilla ,,1686,260,7,11802,0,0.00%,11802,8430,71.43%,3372,28.57%,Medium,7/1/2014,7, July ,2014
Government,Mexico, Amarilla , Medium ,1694,260,20,33880,3049.2,9.00%,30830.8,16940,54.95%,13890.8,41.00%,High,11/1/2014,11, November ,2014
Small Business,Canada, Paseo , Medium ,1702,10,300,510600,35742,7.00%,474858,425500,89.61%,49358,9.67%,Low,5/1/2014,5, May ,2014
Enterprise,Germany, Montana , Low ,1706,5,125,213250,6397.5,3.00%,206852.5,204720,98.97%,2132.5,1.00%,Low,12/1/2014,12, December ,2014
Enterprise,Germany, Paseo , Low ,1706,10,125,213250,6397.5,3.00%,206852.5,204720,98.97%,2132.5,1.00%,Low,12/1/2014,12, December ,2014
Government,Mexico, Montana , High ,1715,5,20,34300,4116,12.00%,30184,17150,56.82%,13034,38.00%,Medium,10/1/2013,10, October ,2013
Government,Mexico, Paseo , High ,1715,10,20,34300,4116,12.00%,30184,17150,56.82%,13034,38.00%,Medium,10/1/2013,10, October ,2013
Government,Canada, Paseo ,,1725,10,350,603750,0,0.00%,603750,448500,74.29%,155250,25.71%,Medium,11/1/2013,11, November ,2013
Government,Mexico, Montana , High ,1727,5,7,12089,1692.46,14.00%,10396.54,8635,83.06%,1761.54,14.57%,Low,10/1/2013,10, October ,2013
Government,Mexico, Amarilla , High ,1727,260,7,12089,1692.46,14.00%,10396.54,8635,83.06%,1761.54,14.57%,Low,10/1/2013,10, October ,2013
Small Business,Germany, Paseo , Low ,1728,10,300,518400,10368,2.00%,508032,432000,85.03%,76032,14.67%,Low,5/1/2014,5, May ,2014
Government,France, Paseo , High ,1731,10,7,12117,1696.38,14.00%,10420.62,8655,83.06%,1765.62,14.57%,Low,10/1/2014,10, October ,2014
Government,France, Amarilla , High ,1731,260,7,12117,1696.38,14.00%,10420.62,8655,83.06%,1765.62,14.57%,Low,10/1/2014,10, October ,2014
Channel Partners,France, VTT , High ,1734,250,12,20808,2288.88,11.00%,18519.12,5202,28.09%,13317.12,64.00%,High,1/1/2014,1, January ,2014
Channel Partners,France, VTT , Medium ,1738.5,250,12,20862,1460.34,7.00%,19401.66,5215.5,26.88%,14186.16,68.00%,High,4/1/2014,4, April ,2014
Government,United States of America, Carretera , High ,1743,3,20,34860,4880.4,14.00%,29979.6,17430,58.14%,12549.6,36.00%,Medium,5/1/2014,5, May ,2014
Midmarket,Germany, Paseo , Medium ,1743,10,15,26145,1568.7,6.00%,24576.3,17430,70.92%,7146.3,27.33%,Medium,8/1/2014,8, August ,2014
Midmarket,Canada, Paseo , High ,1743,10,15,26145,3660.3,14.00%,22484.7,17430,77.52%,5054.7,19.33%,Medium,10/1/2013,10, October ,2013
Midmarket,Canada, Amarilla , High ,1743,260,15,26145,3660.3,14.00%,22484.7,17430,77.52%,5054.7,19.33%,Medium,10/1/2013,10, October ,2013
Enterprise,France, VTT , Low ,1744,250,125,218000,2180,1.00%,215820,209280,96.97%,6540,3.00%,Low,11/1/2014,11, November ,2014
Government,France, Montana , Medium ,1757,5,20,35140,2108.4,6.00%,33031.6,17570,53.19%,15461.6,44.00%,High,10/1/2013,10, October ,2013
Government,France, Paseo , Medium ,1757,10,20,35140,2108.4,6.00%,33031.6,17570,53.19%,15461.6,44.00%,High,10/1/2013,10, October ,2013
Government,Mexico, Paseo , Low ,1760,10,7,12320,369.6,3.00%,11950.4,8800,73.64%,3150.4,25.57%,Medium,9/1/2013,9, September ,2013
Government,United States of America, Carretera , Medium ,1761,3,350,616350,43144.5,7.00%,573205.5,457860,79.88%,115345.5,18.71%,Medium,3/1/2014,3, March ,2014
Midmarket,United States of America, Paseo , High ,1767,10,15,26505,3710.7,14.00%,22794.3,17670,77.52%,5124.3,19.33%,Medium,9/1/2014,9, September ,2014
Channel Partners,Germany, Amarilla , High ,1770,260,12,21240,2761.2,13.00%,18478.8,5310,28.74%,13168.8,62.00%,High,12/1/2013,12, December ,2013
Small Business,France, Montana , High ,1773,5,300,531900,63828,12.00%,468072,443250,94.70%,24822,4.67%,Low,4/1/2014,4, April ,2014
Enterprise,Canada, Paseo , Low ,1774,10,125,221750,6652.5,3.00%,215097.5,212880,98.97%,2217.5,1.00%,Low,3/1/2014,3, March ,2014
Channel Partners,Germany, Paseo , Medium ,1775,10,12,21300,1917,9.00%,19383,5325,27.47%,14058,66.00%,High,11/1/2013,11, November ,2013
Government,Canada, Amarilla , Low ,1778,260,350,622300,24892,4.00%,597408,462280,77.38%,135128,21.71%,Medium,12/1/2013,12, December ,2013
Channel Partners,France, Paseo , Low ,1785,10,12,21420,428.4,2.00%,20991.6,5355,25.51%,15636.6,73.00%,High,11/1/2013,11, November ,2013
Government,France, Carretera , High ,1790,3,350,626500,81445,13.00%,545055,465400,85.39%,79655,12.71%,Low,3/1/2014,3, March ,2014
Government,Germany, Montana , Low ,1797,5,350,628950,18868.5,3.00%,610081.5,467220,76.58%,142861.5,22.71%,Medium,9/1/2013,9, September ,2013
Government,Canada, Paseo , Medium ,1802,10,20,36040,1802,5.00%,34238,18020,52.63%,16218,45.00%,High,12/1/2013,12, December ,2013
Enterprise,France, Velo ,,1804,120,125,225500,0,0.00%,225500,216480,96.00%,9020,4.00%,Low,2/1/2014,2, February ,2014
Enterprise,United States of America, Montana , High ,1804,5,125,225500,22550,10.00%,202950,216480,106.67%,-13530,-6.00%,Low,11/1/2013,11, November ,2013
Channel Partners,United States of America, VTT , High ,1806,250,12,21672,3250.8,15.00%,18421.2,5418,29.41%,13003.2,60.00%,High,5/1/2014,5, May ,2014
Government,Canada, Velo , High ,1808,120,7,12656,1392.16,11.00%,11263.84,9040,80.26%,2223.84,17.57%,Medium,11/1/2014,11, November ,2014
Government,Canada, Paseo ,,1817,10,20,36340,0,0.00%,36340,18170,50.00%,18170,50.00%,High,12/1/2014,12, December ,2014
Government,Canada, VTT ,,1817,250,20,36340,0,0.00%,36340,18170,50.00%,18170,50.00%,High,12/1/2014,12, December ,2014
Enterprise,Mexico, Paseo , Low ,1823,10,125,227875,2278.75,1.00%,225596.25,218760,96.97%,6836.25,3.00%,Low,7/1/2014,7, July ,2014
Government,Canada, Montana , Low ,1830,5,7,12810,128.1,1.00%,12681.9,9150,72.15%,3531.9,27.57%,Medium,8/1/2014,8, August ,2014
Government,Mexico, Carretera , Medium ,1834,3,20,36680,2567.6,7.00%,34112.4,18340,53.76%,15772.4,43.00%,High,9/1/2013,9, September ,2013
Enterprise,France, Montana , Medium ,1857,5,125,232125,20891.25,9.00%,211233.75,222840,105.49%,-11606.25,-5.00%,Low,11/1/2013,11, November ,2013
Channel Partners,United States of America, Carretera , Low ,1858,3,12,22296,222.96,1.00%,22073.04,5574,25.25%,16499.04,74.00%,High,2/1/2014,2, February ,2014
Small Business,Germany, Montana , Low ,1859,5,300,557700,22308,4.00%,535392,464750,86.81%,70642,12.67%,Low,8/1/2014,8, August ,2014
Government,Mexico, Amarilla , Low ,1865,260,350,652750,26110,4.00%,626640,484900,77.38%,141740,21.71%,Medium,2/1/2014,2, February ,2014
Channel Partners,France, Carretera , Medium ,1865,3,12,22380,1119,5.00%,21261,5595,26.32%,15666,70.00%,High,2/1/2014,2, February ,2014
Small Business,United States of America, VTT , Medium ,1867,250,300,560100,50409,9.00%,509691,466750,91.58%,42941,7.67%,Low,9/1/2014,9, September ,2014
Government,Germany, VTT , High ,1870,250,350,654500,65450,10.00%,589050,486200,82.54%,102850,15.71%,Medium,12/1/2013,12, December ,2013
Midmarket,Mexico, Amarilla , High ,1870,260,15,28050,3927,14.00%,24123,18700,77.52%,5423,19.33%,Medium,11/1/2013,11, November ,2013
Small Business,Canada, VTT , Low ,1874,250,300,562200,16866,3.00%,545334,468500,85.91%,76834,13.67%,Low,8/1/2014,8, August ,2014
Channel Partners,Canada, Carretera , Medium ,1884,3,12,22608,1582.56,7.00%,21025.44,5652,26.88%,15373.44,68.00%,High,8/1/2014,8, August ,2014
Government,France, Montana ,,1899,5,20,37980,0,0.00%,37980,18990,50.00%,18990,50.00%,High,6/1/2014,6, June ,2014
Government,France, Amarilla ,,1899,260,20,37980,0,0.00%,37980,18990,50.00%,18990,50.00%,High,6/1/2014,6, June ,2014
Channel Partners,France, Montana , Low ,1901,5,12,22812,684.36,3.00%,22127.64,5703,25.77%,16424.64,72.00%,High,6/1/2014,6, June ,2014
Channel Partners,France, Paseo , Low ,1901,10,12,22812,684.36,3.00%,22127.64,5703,25.77%,16424.64,72.00%,High,6/1/2014,6, June ,2014
Government,Germany, Amarilla , Low ,1907,260,350,667450,26698,4.00%,640752,495820,77.38%,144932,21.71%,Medium,9/1/2014,9, September ,2014
Small Business,Canada, Paseo , Low ,1916,10,300,574800,11496,2.00%,563304,479000,85.03%,84304,14.67%,Low,12/1/2014,12, December ,2014
Small Business,Canada, Amarilla , Low ,1916,260,300,574800,11496,2.00%,563304,479000,85.03%,84304,14.67%,Low,12/1/2014,12, December ,2014
Channel Partners,Mexico, VTT , Low ,1916,250,12,22992,689.76,3.00%,22302.24,5748,25.77%,16554.24,72.00%,High,4/1/2014,4, April ,2014
Enterprise,Canada, Velo , High ,1916,120,125,239500,23950,10.00%,215550,229920,106.67%,-14370,-6.00%,Low,12/1/2013,12, December ,2013
Government,France, Paseo , High ,1922,10,350,672700,94178,14.00%,578522,499720,86.38%,78802,11.71%,Low,11/1/2013,11, November ,2013
Midmarket,United States of America, Paseo , Low ,1925,10,15,28875,577.5,2.00%,28297.5,19250,68.03%,9047.5,31.33%,Medium,12/1/2013,12, December ,2013
Government,Germany, Paseo , Medium ,1934,10,20,38680,3094.4,8.00%,35585.6,19340,54.35%,16245.6,42.00%,High,9/1/2014,9, September ,2014
Channel Partners,Canada, Carretera , High ,1937,3,12,23244,2556.84,11.00%,20687.16,5811,28.09%,14876.16,64.00%,High,2/1/2014,2, February ,2014
Government,Mexico, VTT , Low ,1940,250,350,679000,13580,2.00%,665420,504400,75.80%,161020,23.71%,Medium,12/1/2013,12, December ,2013
Midmarket,Germany, Paseo , Low ,1945,10,15,29175,875.25,3.00%,28299.75,19450,68.73%,8849.75,30.33%,Medium,10/1/2013,10, October ,2013
Midmarket,Germany, VTT , Low ,1945,250,15,29175,875.25,3.00%,28299.75,19450,68.73%,8849.75,30.33%,Medium,10/1/2013,10, October ,2013
Government,Mexico, Paseo , Medium ,1946,10,7,13622,1089.76,8.00%,12532.24,9730,77.64%,2802.24,20.57%,Medium,12/1/2013,12, December ,2013
Channel Partners,United States of America, Carretera , Low ,1947,3,12,23364,700.92,3.00%,22663.08,5841,25.77%,16822.08,72.00%,High,9/1/2014,9, September ,2014
Channel Partners,United States of America, Amarilla ,,1953,260,12,23436,0,0.00%,23436,5859,25.00%,17577,75.00%,High,4/1/2014,4, April ,2014
Government,France, Paseo , High ,1954,10,20,39080,3908,10.00%,35172,19540,55.56%,15632,40.00%,Medium,3/1/2014,3, March ,2014
Channel Partners,United States of America, VTT , Medium ,1956,250,12,23472,2112.48,9.00%,21359.52,5868,27.47%,15491.52,66.00%,High,1/1/2014,1, January ,2014
Government,Germany, Montana , Low ,1958,5,7,13706,411.18,3.00%,13294.82,9790,73.64%,3504.82,25.57%,Medium,2/1/2014,2, February ,2014
Channel Partners,France, Velo , Medium ,1967,120,12,23604,2124.36,9.00%,21479.64,5901,27.47%,15578.64,66.00%,High,3/1/2014,3, March ,2014
Midmarket,Canada, Montana , Low ,1967,5,15,29505,1180.2,4.00%,28324.8,19670,69.44%,8654.8,29.33%,Medium,3/1/2014,3, March ,2014
Government,France, Montana , Medium ,1976,5,20,39520,2766.4,7.00%,36753.6,19760,53.76%,16993.6,43.00%,High,10/1/2014,10, October ,2014
Government,France, Velo , Medium ,1976,120,20,39520,2766.4,7.00%,36753.6,19760,53.76%,16993.6,43.00%,High,10/1/2014,10, October ,2014
Midmarket,Mexico, Paseo , High ,1984,10,15,29760,3273.6,11.00%,26486.4,19840,74.91%,6646.4,22.33%,Medium,8/1/2014,8, August ,2014
Enterprise,France, Amarilla , Medium ,1987.5,260,125,248437.5,14906.25,6.00%,233531.25,238500,102.13%,-4968.75,-2.00%,Low,1/1/2014,1, January ,2014
Channel Partners,United States of America, Amarilla , Low ,1989,260,12,23868,238.68,1.00%,23629.32,5967,25.25%,17662.32,74.00%,High,9/1/2013,9, September ,2013
Small Business,Canada, VTT ,,2001,250,300,600300,0,0.00%,600300,500250,83.33%,100050,16.67%,Medium,2/1/2014,2, February ,2014
Government,United States of America, Paseo , High ,2007,10,350,702450,105367.5,15.00%,597082.5,521820,87.39%,75262.5,10.71%,Low,11/1/2013,11, November ,2013
Enterprise,Canada, Paseo , Low ,2009,10,125,251125,7533.75,3.00%,243591.25,241080,98.97%,2511.25,1.00%,Low,10/1/2014,10, October ,2014
Enterprise,Canada, Velo , Low ,2009,120,125,251125,7533.75,3.00%,243591.25,241080,98.97%,2511.25,1.00%,Low,10/1/2014,10, October ,2014
Government,United States of America, Paseo , Low ,2013,10,7,14091,281.82,2.00%,13809.18,10065,72.89%,3744.18,26.57%,Medium,12/1/2013,12, December ,2013
Channel Partners,United States of America, Amarilla , High ,2015,260,12,24180,3385.2,14.00%,20794.8,6045,29.07%,14749.8,61.00%,High,12/1/2013,12, December ,2013
Small Business,Germany, Carretera , Low ,2021,3,300,606300,24252,4.00%,582048,505250,86.81%,76798,12.67%,Low,10/1/2014,10, October ,2014
Small Business,Germany, Montana , Low ,2021,5,300,606300,24252,4.00%,582048,505250,86.81%,76798,12.67%,Low,10/1/2014,10, October ,2014
Midmarket,United States of America, Carretera , Medium ,2030,3,15,30450,1827,6.00%,28623,20300,70.92%,8323,27.33%,Medium,11/1/2014,11, November ,2014
Midmarket,Mexico, Montana , Low ,2031,5,15,30465,1218.6,4.00%,29246.4,20310,69.44%,8936.4,29.33%,Medium,10/1/2014,10, October ,2014
Midmarket,Mexico, Paseo , Low ,2031,10,15,30465,1218.6,4.00%,29246.4,20310,69.44%,8936.4,29.33%,Medium,10/1/2014,10, October ,2014
Government,Mexico, Amarilla , High ,2039,260,20,40780,4078,10.00%,36702,20390,55.56%,16312,40.00%,Medium,5/1/2014,5, May ,2014
Government,United States of America, Amarilla , Medium ,2071,260,350,724850,65236.5,9.00%,659613.5,538460,81.63%,121153.5,16.71%,Medium,9/1/2014,9, September ,2014
Midmarket,France, Montana , High ,2072,5,15,31080,3108,10.00%,27972,20720,74.07%,7252,23.33%,Medium,12/1/2014,12, December ,2014
Midmarket,France, Amarilla , High ,2072,260,15,31080,3108,10.00%,27972,20720,74.07%,7252,23.33%,Medium,12/1/2014,12, December ,2014
Government,Canada, Paseo , Low ,2074,10,20,41480,1659.2,4.00%,39820.8,20740,52.08%,19080.8,46.00%,High,9/1/2014,9, September ,2014
Government,France, Velo , Medium ,2076,120,350,726600,43596,6.00%,683004,539760,79.03%,143244,19.71%,Medium,10/1/2013,10, October ,2013
Government,France, Amarilla , Medium ,2076,260,350,726600,43596,6.00%,683004,539760,79.03%,143244,19.71%,Medium,10/1/2013,10, October ,2013
Enterprise,Germany, Velo , Medium ,2087,120,125,260875,18261.25,7.00%,242613.75,250440,103.23%,-7826.25,-3.00%,Low,9/1/2014,9, September ,2014
Government,Canada, Velo , Low ,2092,120,7,14644,146.44,1.00%,14497.56,10460,72.15%,4037.56,27.57%,Medium,11/1/2013,11, November ,2013
Midmarket,France, Paseo , Medium ,2101,10,15,31515,2206.05,7.00%,29308.95,21010,71.68%,8298.95,26.33%,Medium,8/1/2014,8, August ,2014
Government,Canada, Paseo , High ,2104.5,10,350,736575,81023.25,11.00%,655551.75,547170,83.47%,108381.75,14.71%,Low,7/1/2014,7, July ,2014
Channel Partners,Canada, VTT , High ,2109,250,12,25308,3036.96,12.00%,22271.04,6327,28.41%,15944.04,63.00%,High,5/1/2014,5, May ,2014
Enterprise,Mexico, Velo , Medium ,2110,120,125,263750,23737.5,9.00%,240012.5,253200,105.49%,-13187.5,-5.00%,Low,9/1/2014,9, September ,2014
Midmarket,Germany, Paseo , Medium ,2116,10,15,31740,1587,5.00%,30153,21160,70.18%,8993,28.33%,Medium,12/1/2013,12, December ,2013
Government,Germany, Paseo , Medium ,2125,10,7,14875,1041.25,7.00%,13833.75,10625,76.80%,3208.75,21.57%,Medium,12/1/2013,12, December ,2013
Small Business,Canada, VTT , Medium ,2134,250,300,640200,51216,8.00%,588984,533500,90.58%,55484,8.67%,Low,9/1/2014,9, September ,2014
Government,France, Paseo , Medium ,2136,10,7,14952,747.6,5.00%,14204.4,10680,75.19%,3524.4,23.57%,Medium,12/1/2013,12, December ,2013
Channel Partners,United States of America, Amarilla ,,2141,260,12,25692,0,0.00%,25692,6423,25.00%,19269,75.00%,High,8/1/2014,8, August ,2014
Enterprise,Mexico, Paseo , Low ,2145,10,125,268125,5362.5,2.00%,262762.5,257400,97.96%,5362.5,2.00%,Low,10/1/2013,10, October ,2013
Enterprise,Mexico, Velo , Low ,2145,120,125,268125,5362.5,2.00%,262762.5,257400,97.96%,5362.5,2.00%,Low,10/1/2013,10, October ,2013
Government,France, Carretera , Low ,2145,3,7,15015,300.3,2.00%,14714.7,10725,72.89%,3989.7,26.57%,Medium,11/1/2013,11, November ,2013
Government,Germany, Paseo , Medium ,2146,10,350,751100,60088,8.00%,691012,557960,80.75%,133052,17.71%,Medium,11/1/2013,11, November ,2013
Government,Germany, Montana ,,2146,5,7,15022,0,0.00%,15022,10730,71.43%,4292,28.57%,Medium,9/1/2014,9, September ,2014
Small Business,Mexico, Paseo , High ,2150,10,300,645000,77400,12.00%,567600,537500,94.70%,30100,4.67%,Low,11/1/2014,11, November ,2014
Small Business,France, VTT ,,2151,250,300,645300,0,0.00%,645300,537750,83.33%,107550,16.67%,Medium,9/1/2014,9, September ,2014
Government,Mexico, Paseo , High ,2151,10,350,752850,112927.5,15.00%,639922.5,559260,87.39%,80662.5,10.71%,Low,11/1/2013,11, November ,2013
Midmarket,Canada, Paseo ,,2152,10,15,32280,0,0.00%,32280,21520,66.67%,10760,33.33%,Medium,12/1/2013,12, December ,2013
Government,France, Carretera , Low ,2155,3,350,754250,7542.5,1.00%,746707.5,560300,75.04%,186407.5,24.71%,Medium,12/1/2014,12, December ,2014
Government,France, Paseo , Low ,2155,10,350,754250,7542.5,1.00%,746707.5,560300,75.04%,186407.5,24.71%,Medium,12/1/2014,12, December ,2014
Enterprise,Mexico, Carretera , High ,2156,3,125,269500,32340,12.00%,237160,258720,109.09%,-21560,-8.00%,Low,10/1/2014,10, October ,2014
Enterprise,Mexico, Paseo , High ,2156,10,125,269500,32340,12.00%,237160,258720,109.09%,-21560,-8.00%,Low,10/1/2014,10, October ,2014
Midmarket,Mexico, Montana , High ,2157,5,15,32355,3559.05,11.00%,28795.95,21570,74.91%,7225.95,22.33%,Medium,12/1/2014,12, December ,2014
Midmarket,Mexico, Amarilla , High ,2157,260,15,32355,3559.05,11.00%,28795.95,21570,74.91%,7225.95,22.33%,Medium,12/1/2014,12, December ,2014
Channel Partners,Germany, Velo ,,2161,120,12,25932,0,0.00%,25932,6483,25.00%,19449,75.00%,High,3/1/2014,3, March ,2014
Midmarket,France, Paseo , High ,2167,10,15,32505,3250.5,10.00%,29254.5,21670,74.07%,7584.5,23.33%,Medium,10/1/2013,10, October ,2013
Midmarket,France, VTT , High ,2167,250,15,32505,3250.5,10.00%,29254.5,21670,74.07%,7584.5,23.33%,Medium,10/1/2013,10, October ,2013
Government,France, Velo , Low ,2177,120,350,761950,30478,4.00%,731472,566020,77.38%,165452,21.71%,Medium,10/1/2014,10, October ,2014
Government,France, VTT , Low ,2177,250,350,761950,30478,4.00%,731472,566020,77.38%,165452,21.71%,Medium,10/1/2014,10, October ,2014
Midmarket,France, Carretera ,,2178,3,15,32670,0,0.00%,32670,21780,66.67%,10890,33.33%,Medium,6/1/2014,6, June ,2014
Midmarket,France, VTT ,,2178,250,15,32670,0,0.00%,32670,21780,66.67%,10890,33.33%,Medium,6/1/2014,6, June ,2014
Small Business,France, Carretera , Medium ,2181,3,300,654300,45801,7.00%,608499,545250,89.61%,63249,9.67%,Low,10/1/2014,10, October ,2014
Small Business,France, Montana , Medium ,2181,5,300,654300,45801,7.00%,608499,545250,89.61%,63249,9.67%,Low,10/1/2014,10, October ,2014
Midmarket,United States of America, Paseo , Medium ,2198,10,15,32970,1978.2,6.00%,30991.8,21980,70.92%,9011.8,27.33%,Medium,8/1/2014,8, August ,2014
Midmarket,Mexico, Montana , Low ,2214,5,15,33210,332.1,1.00%,32877.9,22140,67.34%,10737.9,32.33%,Medium,3/1/2014,3, March ,2014
Channel Partners,Germany, VTT , Medium ,2215,250,12,26580,1860.6,7.00%,24719.4,6645,26.88%,18074.4,68.00%,High,9/1/2013,9, September ,2013
Channel Partners,Canada, Paseo , High ,2222,10,12,26664,3732.96,14.00%,22931.04,6666,29.07%,16265.04,61.00%,High,11/1/2013,11, November ,2013
Government,Canada, Montana , High ,2227.5,5,350,779625,109147.5,14.00%,670477.5,579150,86.38%,91327.5,11.71%,Low,1/1/2014,1, January ,2014
Channel Partners,France, VTT , Medium ,2234,250,12,26808,2412.72,9.00%,24395.28,6702,27.47%,17693.28,66.00%,High,9/1/2013,9, September ,2013
Government,Canada, Amarilla , High ,2240,260,350,784000,78400,10.00%,705600,582400,82.54%,123200,15.71%,Medium,2/1/2014,2, February ,2014
Government,Mexico, Montana , High ,2255,5,20,45100,5863,13.00%,39237,22550,57.47%,16687,37.00%,Medium,7/1/2014,7, July ,2014
Midmarket,France, Paseo , Low ,2261,10,15,33915,1356.6,4.00%,32558.4,22610,69.44%,9948.4,29.33%,Medium,12/1/2013,12, December ,2013
Enterprise,Germany, Amarilla , Low ,2276,260,125,284500,5690,2.00%,278810,273120,97.96%,5690,2.00%,Low,5/1/2014,5, May ,2014
Small Business,United States of America, Velo , High ,2294,120,300,688200,68820,10.00%,619380,573500,92.59%,45880,6.67%,Low,10/1/2013,10, October ,2013
Small Business,United States of America, VTT , High ,2294,250,300,688200,68820,10.00%,619380,573500,92.59%,45880,6.67%,Low,10/1/2013,10, October ,2013
Midmarket,France, Paseo , Low ,2296,10,15,34440,344.4,1.00%,34095.6,22960,67.34%,11135.6,32.33%,Medium,2/1/2014,2, February ,2014
Government,Germany, VTT , Medium ,2297,250,20,45940,2297,5.00%,43643,22970,52.63%,20673,45.00%,High,11/1/2013,11, November ,2013
Channel Partners,Canada, Carretera , Medium ,2299,3,12,27588,1655.28,6.00%,25932.72,6897,26.60%,19035.72,69.00%,High,10/1/2013,10, October ,2013
Channel Partners,Canada, Paseo , Medium ,2299,10,12,27588,1655.28,6.00%,25932.72,6897,26.60%,19035.72,69.00%,High,10/1/2013,10, October ,2013
Midmarket,Canada, Carretera , High ,2300,3,15,34500,4830,14.00%,29670,23000,77.52%,6670,19.33%,Medium,12/1/2014,12, December ,2014
Midmarket,Canada, Montana , High ,2300,5,15,34500,4830,14.00%,29670,23000,77.52%,6670,19.33%,Medium,12/1/2014,12, December ,2014
Small Business,United States of America, Montana , Low ,2301,5,300,690300,6903,1.00%,683397,575250,84.18%,108147,15.67%,Medium,4/1/2014,4, April ,2014
Government,United States of America, Montana , High ,2313,5,350,809550,80955,10.00%,728595,601380,82.54%,127215,15.71%,Medium,5/1/2014,5, May ,2014
Channel Partners,Canada, Montana , Medium ,2321,5,12,27852,2506.68,9.00%,25345.32,6963,27.47%,18382.32,66.00%,High,11/1/2014,11, November ,2014
Government,United States of America, Paseo , Medium ,2327,10,7,16289,814.45,5.00%,15474.55,11635,75.19%,3839.55,23.57%,Medium,5/1/2014,5, May ,2014
Government,United States of America, Montana , High ,2328,5,7,16296,1629.6,10.00%,14666.4,11640,79.37%,3026.4,18.57%,Medium,9/1/2014,9, September ,2014
Government,Germany, Velo , Medium ,2338,120,7,16366,1309.28,8.00%,15056.72,11690,77.64%,3366.72,20.57%,Medium,6/1/2014,6, June ,2014
Government,Germany, VTT , Medium ,2338,250,7,16366,1309.28,8.00%,15056.72,11690,77.64%,3366.72,20.57%,Medium,6/1/2014,6, June ,2014
Channel Partners,Mexico, Montana , Medium ,2340,5,12,28080,1965.6,7.00%,26114.4,7020,26.88%,19094.4,68.00%,High,1/1/2014,1, January ,2014
Channel Partners,Germany, Montana , Medium ,2342,5,12,28104,1405.2,5.00%,26698.8,7026,26.32%,19672.8,70.00%,High,11/1/2014,11, November ,2014
Channel Partners,France, Montana , Medium ,2342,5,12,28104,1967.28,7.00%,26136.72,7026,26.88%,19110.72,68.00%,High,11/1/2014,11, November ,2014
Government,Canada, Paseo , Medium ,2349,10,7,16443,822.15,5.00%,15620.85,11745,75.19%,3875.85,23.57%,Medium,9/1/2013,9, September ,2013
Midmarket,Canada, Paseo , Low ,2363,10,15,35445,708.9,2.00%,34736.1,23630,68.03%,11106.1,31.33%,Medium,2/1/2014,2, February ,2014
Enterprise,France, Paseo , Medium ,2385,10,125,298125,14906.25,5.00%,283218.75,286200,101.05%,-2981.25,-1.00%,Low,3/1/2014,3, March ,2014
