Segment,Country,Product,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts,Discounts %,Sales,COGS,COGS %,Profit,Profit Margin %,Profit Category,Date,Month Number,Month Name,Year
Small Business,Canada, Paseo , High ,1366.0,10.0,300.0,409800.0,45078.0,0.11,364722.0,341500.0,0.9362999999999999,23222.0,0.0567,Low,2014-11-01,11.0, November ,2014.0
Government,Germany, Paseo , Medium ,1366.0,10.0,20.0,27320.0,2185.6,0.08,25134.4,13660.0,0.5435,11474.4,0.42,High,2014-06-01,6.0, June ,2014.0
Government,Germany, Amarilla , Medium ,1366.0,260.0,20.0,27320.0,2185.6,0.08,25134.4,13660.0,0.5435,11474.4,0.42,High,2014-06-01,6.0, June ,2014.0
Government,Mexico, Montana , High ,1368.0,5.0,7.0,9576.0,1436.4,0.15,8139.6,6840.0,0.8403,1299.6,0.13570000000000002,Low,2014-02-01,2.0, February ,2014.0
Channel Partners,United States of America, Paseo , Low ,1369.5,10.0,12.0,16434.0,493.02,0.03,15940.98,4108.5,0.2577,11832.48,0.72,High,2014-07-01,7.0, July ,2014.0
Small Business,United States of America, Velo , Medium ,1372.0,120.0,300.0,411600.0,28812.0,0.07,382788.0,343000.0,0.8961,39788.0,0.0967,Low,2014-12-01,12.0, December ,2014.0
Small Business,United States of America, Amarilla , Medium ,1372.0,260.0,300.0,411600.0,28812.0,0.07,382788.0,343000.0,0.8961,39788.0,0.0967,Low,2014-12-01,12.0, December ,2014.0
Government,Germany, Paseo , Medium ,1372.0,10.0,7.0,9604.0,480.2,0.05,9123.8,6860.0,0.7519,2263.8,0.2357,Medium,2014-01-01,1.0, January ,2014.0
Channel Partners,Mexico, Amarilla , Medium ,1375.0,260.0,12.0,16500.0,1320.0,0.08,15180.0,4125.0,0.2717,11055.0,0.67,High,2013-12-01,12.0, December ,2013.0
Government,France, Montana , Low ,1375.5,5.0,20.0,27510.0,275.1,0.01,27234.9,13755.0,0.5051,13479.9,0.49,High,2014-07-01,7.0, July ,2014.0
Government,France, Montana , Medium ,1384.5,5.0,350.0,484575.0,24228.75,0.05,460346.25,359970.0,0.782,100376.25,0.2071,Medium,2014-01-01,1.0, January ,2014.0
Government,Canada, Paseo , Medium ,1389.0,10.0,20.0,27780.0,1389.0,0.05,26391.0,13890.0,0.5263,12501.0,0.45,High,2013-10-01,10.0, October ,2013.0
Government,Canada, VTT , Medium ,1389.0,250.0,20.0,27780.0,1389.0,0.05,26391.0,13890.0,0.5263,12501.0,0.45,High,2013-10-01,10.0, October ,2013.0
Channel Partners,France, Paseo , High ,1393.0,10.0,12.0,16716.0,2340.24,0.14,14375.76,4179.0,0.2907,10196.76,0.61,High,2014-10-01,10.0, October ,2014.0
Channel Partners,France, Amarilla , High ,1393.0,260.0,12.0,16716.0,2340.24,0.14,14375.76,4179.0,0.2907,10196.76,0.61,High,2014-10-01,10.0, October ,2014.0
Government,Mexico, Velo , High ,1395.0,120.0,350.0,488250.0,58590.0,0.12,429660.0,362700.0,0.8442000000000001,66960.0,0.1371,Low,2014-07-01,7.0, July ,2014.0
Government,Mexico, Carretera , Low ,1397.0,3.0,350.0,488950.0,4889.5,0.01,484060.5,363220.0,0.7504000000000001,120840.5,0.24710000000000001,Medium,2014-10-01,10.0, October ,2014.0
Government,Mexico, VTT , Low ,1397.0,250.0,350.0,488950.0,4889.5,0.01,484060.5,363220.0,0.7504000000000001,120840.5,0.24710000000000001,Medium,2014-10-01,10.0, October ,2014.0
Government,France, Montana , Medium ,1403.0,5.0,7.0,9821.0,589.26,0.06,9231.74,7015.0,0.7598999999999999,2216.74,0.2257,Medium,2013-10-01,10.0, October ,2013.0
Government,France, Amarilla , Medium ,1403.0,260.0,7.0,9821.0,589.26,0.06,9231.74,7015.0,0.7598999999999999,2216.74,0.2257,Medium,2013-10-01,10.0, October ,2013.0
Small Business,Canada, Paseo , Medium ,1404.0,10.0,300.0,421200.0,29484.0,0.07,391716.0,351000.0,0.8961,40716.0,0.0967,Low,2013-11-01,11.0, November ,2013.0
Small Business,Germany, Paseo , Low ,1414.5,10.0,300.0,424350.0,16974.0,0.04,407376.0,353625.0,0.8681,53751.0,0.1267,Low,2014-04-01,4.0, April ,2014.0
Government,United States of America, Velo , Medium ,1421.0,120.0,20.0,28420.0,1989.4,0.07,26430.6,14210.0,0.5376,12220.6,0.43,High,2013-12-01,12.0, December ,2013.0
Enterprise,France, Amarilla , High ,1433.0,260.0,125.0,179125.0,19703.75,0.11,159421.25,171960.0,1.0787,-12538.75,-0.07,Low,2014-05-01,5.0, May ,2014.0
Government,United States of America, Paseo , High ,1438.5,10.0,7.0,10069.5,1309.04,0.13,8760.47,7192.5,0.821,1567.97,0.1557,Medium,2014-01-01,1.0, January ,2014.0
Channel Partners,Canada, Carretera , Low ,1445.0,3.0,12.0,17340.0,173.4,0.01,17166.6,4335.0,0.2525,12831.6,0.74,High,2014-09-01,9.0, September ,2014.0
Government,Germany, Montana , Medium ,1460.0,5.0,350.0,511000.0,30660.0,0.06,480340.0,379600.0,0.7903,100740.0,0.1971,Medium,2014-05-01,5.0, May ,2014.0
Channel Partners,United States of America, Velo , Low ,1465.0,120.0,12.0,17580.0,703.2,0.04,16876.8,4395.0,0.26039999999999996,12481.8,0.71,High,2014-03-01,3.0, March ,2014.0
Enterprise,France, Carretera , High ,1482.0,3.0,125.0,185250.0,18525.0,0.1,166725.0,177840.0,1.0667,-11115.0,-0.06,Low,2013-12-01,12.0, December ,2013.0
Government,France, VTT , High ,1491.0,250.0,7.0,10437.0,1252.44,0.12,9184.56,7455.0,0.8117,1729.56,0.16570000000000001,Medium,2014-03-01,3.0, March ,2014.0
Government,Mexico, Velo ,None,1493.0,120.0,7.0,10451.0,0.0,0.0,10451.0,7465.0,0.7143,2986.0,0.2857,Medium,2014-01-01,1.0, January ,2014.0
Government,France, Paseo , Medium ,1496.0,10.0,350.0,523600.0,31416.0,0.06,492184.0,388960.0,0.7903,103224.0,0.1971,Medium,2014-06-01,6.0, June ,2014.0
Government,France, Velo , Medium ,1496.0,120.0,350.0,523600.0,31416.0,0.06,492184.0,388960.0,0.7903,103224.0,0.1971,Medium,2014-06-01,6.0, June ,2014.0
Small Business,Canada, Carretera , High ,1496.0,3.0,300.0,448800.0,62832.0,0.14,385968.0,374000.0,0.9690000000000001,11968.0,0.026699999999999998,Low,2014-10-01,10.0, October ,2014.0
Small Business,Canada, VTT , High ,1496.0,250.0,300.0,448800.0,62832.0,0.14,385968.0,374000.0,0.9690000000000001,11968.0,0.026699999999999998,Low,2014-10-01,10.0, October ,2014.0
Government,Mexico, Velo , Medium ,1498.0,120.0,7.0,10486.0,629.16,0.06,9856.84,7490.0,0.7598999999999999,2366.84,0.2257,Medium,2014-06-01,6.0, June ,2014.0
Government,Mexico, VTT , Medium ,1498.0,250.0,7.0,10486.0,629.16,0.06,9856.84,7490.0,0.7598999999999999,2366.84,0.2257,Medium,2014-06-01,6.0, June ,2014.0
Government,Germany, Carretera ,None,1513.0,3.0,350.0,529550.0,0.0,0.0,529550.0,393380.0,0.7429000000000001,136170.0,0.2571,Medium,2014-12-01,12.0, December ,2014.0
Government,Germany, Paseo ,None,1513.0,10.0,350.0,529550.0,0.0,0.0,529550.0,393380.0,0.7429000000000001,136170.0,0.2571,Medium,2014-12-01,12.0, December ,2014.0
Midmarket,Germany, Carretera , High ,1513.0,3.0,15.0,22695.0,3177.3,0.14,19517.7,15130.0,0.7752,4387.7,0.19329999999999997,Medium,2014-11-01,11.0, November ,2014.0
Midmarket,United States of America, Paseo , Low ,1514.0,10.0,15.0,22710.0,227.1,0.01,22482.9,15140.0,0.6734,7342.9,0.3233,Medium,2014-02-01,2.0, February ,2014.0
Midmarket,Mexico, Paseo , Low ,1514.0,10.0,15.0,22710.0,908.4,0.04,21801.6,15140.0,0.6944,6661.6,0.2933,Medium,2013-10-01,10.0, October ,2013.0
Midmarket,Mexico, VTT , Low ,1514.0,250.0,15.0,22710.0,908.4,0.04,21801.6,15140.0,0.6944,6661.6,0.2933,Medium,2013-10-01,10.0, October ,2013.0
Government,Germany, Amarilla , Medium ,1520.0,260.0,20.0,30400.0,2432.0,0.08,27968.0,15200.0,0.5435,12768.0,0.42,High,2014-11-01,11.0, November ,2014.0
Government,France, VTT ,None,1527.0,250.0,350.0,534450.0,0.0,0.0,534450.0,397020.0,0.7429000000000001,137430.0,0.2571,Medium,2013-09-01,9.0, September ,2013.0
Midmarket,Germany, Velo , Medium ,1530.0,120.0,15.0,22950.0,1377.0,0.06,21573.0,15300.0,0.7092,6273.0,0.2733,Medium,2014-05-01,5.0, May ,2014.0
Government,Germany, Paseo , High ,1531.0,10.0,20.0,30620.0,3674.4,0.12,26945.6,15310.0,0.5682,11635.6,0.38,Medium,2014-12-01,12.0, December ,2014.0
Government,Germany, VTT , High ,1531.0,250.0,20.0,30620.0,3674.4,0.12,26945.6,15310.0,0.5682,11635.6,0.38,Medium,2014-12-01,12.0, December ,2014.0
Government,France, Paseo , Medium ,1535.0,10.0,20.0,30700.0,2149.0,0.07,28551.0,15350.0,0.5376,13201.0,0.43,High,2014-09-01,9.0, September ,2014.0
Enterprise,Mexico, Carretera , Medium ,1540.0,3.0,125.0,192500.0,15400.0,0.08,177100.0,184800.0,1.0434999999999999,-7700.0,-0.04,Low,2014-08-01,8.0, August ,2014.0
Channel Partners,Germany, Montana ,None,1545.0,5.0,12.0,18540.0,0.0,0.0,18540.0,4635.0,0.25,13905.0,0.75,High,2014-06-01,6.0, June ,2014.0
Channel Partners,Germany, Velo ,None,1545.0,120.0,12.0,18540.0,0.0,0.0,18540.0,4635.0,0.25,13905.0,0.75,High,2014-06-01,6.0, June ,2014.0
Midmarket,Canada, Carretera , High ,1560.0,3.0,15.0,23400.0,2574.0,0.11,20826.0,15600.0,0.7491,5226.0,0.22329999999999997,Medium,2013-11-01,11.0, November ,2013.0
Small Business,France, Montana , Medium ,1562.0,5.0,300.0,468600.0,37488.0,0.08,431112.0,390500.0,0.9057999999999999,40612.0,0.0867,Low,2014-08-01,8.0, August ,2014.0
Government,France, Carretera , Medium ,1563.0,3.0,20.0,31260.0,1563.0,0.05,29697.0,15630.0,0.5263,14067.0,0.45,High,2014-05-01,5.0, May ,2014.0
Midmarket,Canada, Paseo , High ,1565.0,10.0,15.0,23475.0,3051.75,0.13,20423.25,15650.0,0.7663,4773.25,0.20329999999999998,Medium,2014-10-01,10.0, October ,2014.0
Midmarket,Canada, VTT , High ,1565.0,250.0,15.0,23475.0,3051.75,0.13,20423.25,15650.0,0.7663,4773.25,0.20329999999999998,Medium,2014-10-01,10.0, October ,2014.0
Government,United States of America, Montana , Low ,1566.0,5.0,20.0,31320.0,626.4,0.02,30693.6,15660.0,0.5102,15033.6,0.48,High,2014-10-01,10.0, October ,2014.0
Government,United States of America, Velo , Low ,1566.0,120.0,20.0,31320.0,626.4,0.02,30693.6,15660.0,0.5102,15033.6,0.48,High,2014-10-01,10.0, October ,2014.0
Enterprise,Germany, Paseo , Low ,1570.0,10.0,125.0,196250.0,5887.5,0.03,190362.5,188400.0,0.9897,1962.5,0.01,Low,2014-06-01,6.0, June ,2014.0
Enterprise,Germany, VTT , Low ,1570.0,250.0,125.0,196250.0,5887.5,0.03,190362.5,188400.0,0.9897,1962.5,0.01,Low,2014-06-01,6.0, June ,2014.0
Enterprise,Mexico, Velo , High ,1575.0,120.0,125.0,196875.0,27562.5,0.14,169312.5,189000.0,1.1162999999999998,-19687.5,-0.1,Low,2014-02-01,2.0, February ,2014.0
Government,France, Velo , Medium ,1579.0,120.0,20.0,31580.0,1579.0,0.05,30001.0,15790.0,0.5263,14211.0,0.45,High,2014-08-01,8.0, August ,2014.0
Government,United States of America, VTT , High ,1579.0,250.0,7.0,11053.0,1215.83,0.11,9837.17,7895.0,0.8026000000000001,1942.17,0.1757,Medium,2014-03-01,3.0, March ,2014.0
Channel Partners,Germany, Carretera , Medium ,1580.0,3.0,12.0,18960.0,1706.4,0.09,17253.6,4740.0,0.2747,12513.6,0.66,High,2014-09-01,9.0, September ,2014.0
Government,Canada, Velo , Medium ,1582.0,120.0,7.0,11074.0,775.18,0.07,10298.82,7910.0,0.768,2388.82,0.2157,Medium,2014-12-01,12.0, December ,2014.0
Government,Canada, VTT , Medium ,1582.0,250.0,7.0,11074.0,775.18,0.07,10298.82,7910.0,0.768,2388.82,0.2157,Medium,2014-12-01,12.0, December ,2014.0
Enterprise,Canada, Paseo , High ,1583.0,10.0,125.0,197875.0,25723.75,0.13,172151.25,189960.0,1.1034,-17808.75,-0.09,Low,2014-06-01,6.0, June ,2014.0
Enterprise,Canada, VTT , High ,1583.0,250.0,125.0,197875.0,25723.75,0.13,172151.25,189960.0,1.1034,-17808.75,-0.09,Low,2014-06-01,6.0, June ,2014.0
Government,France, Paseo , High ,1594.0,10.0,350.0,557900.0,66948.0,0.12,490952.0,414440.0,0.8442000000000001,76512.0,0.1371,Low,2014-11-01,11.0, November ,2014.0
Enterprise,United States of America, Velo , High ,1596.0,120.0,125.0,199500.0,19950.0,0.1,179550.0,191520.0,1.0667,-11970.0,-0.06,Low,2014-09-01,9.0, September ,2014.0
Government,Germany, Paseo , Medium ,1598.0,10.0,7.0,11186.0,894.88,0.08,10291.12,7990.0,0.7764,2301.12,0.2057,Medium,2014-08-01,8.0, August ,2014.0
Small Business,Mexico, Paseo , Medium ,1607.0,10.0,300.0,482100.0,24105.0,0.05,457995.0,401750.0,0.8772,56245.0,0.1167,Low,2014-04-01,4.0, April ,2014.0
Government,Canada, Montana , Medium ,1611.0,5.0,7.0,11277.0,1014.93,0.09,10262.07,8055.0,0.7848999999999999,2207.07,0.1957,Medium,2013-12-01,12.0, December ,2013.0
Midmarket,Canada, Paseo , High ,1614.0,10.0,15.0,24210.0,3631.5,0.15,20578.5,16140.0,0.7843000000000001,4438.5,0.1833,Medium,2014-04-01,4.0, April ,2014.0
Government,Canada, Carretera ,None,1618.5,3.0,20.0,32370.0,0.0,0.0,32370.0,16185.0,0.5,16185.0,0.5,High,2014-01-01,1.0, January ,2014.0
Midmarket,Canada, Amarilla , Medium ,1630.5,260.0,15.0,24457.5,2201.18,0.09,22256.33,16305.0,0.7326,5951.33,0.2433,Medium,2014-07-01,7.0, July ,2014.0
Government,Mexico, VTT , Low ,1642.0,250.0,350.0,574700.0,17241.0,0.03,557459.0,426920.0,0.7658,130539.0,0.2271,Medium,2014-08-01,8.0, August ,2014.0
Enterprise,Canada, Amarilla , Medium ,1645.0,260.0,125.0,205625.0,14393.75,0.07,191231.25,197400.0,1.0323,-6168.75,-0.03,Low,2014-05-01,5.0, May ,2014.0
Small Business,France, Velo , Medium ,1659.0,120.0,300.0,497700.0,34839.0,0.07,462861.0,414750.0,0.8961,48111.0,0.0967,Low,2014-07-01,7.0, July ,2014.0
Enterprise,Canada, Amarilla , High ,1659.0,260.0,125.0,207375.0,26958.75,0.13,180416.25,199080.0,1.1034,-18663.75,-0.09,Low,2014-01-01,1.0, January ,2014.0
Enterprise,Mexico, Montana , Low ,1660.0,5.0,125.0,207500.0,4150.0,0.02,203350.0,199200.0,0.9795999999999999,4150.0,0.02,Low,2013-11-01,11.0, November ,2013.0
Government,France, Montana , Medium ,1666.0,5.0,350.0,583100.0,52479.0,0.09,530621.0,433160.0,0.8162999999999999,97461.0,0.1671,Medium,2014-05-01,5.0, May ,2014.0
Government,Mexico, Amarilla , Medium ,1679.0,260.0,350.0,587650.0,35259.0,0.06,552391.0,436540.0,0.7903,115851.0,0.1971,Medium,2014-09-01,9.0, September ,2014.0
Government,Mexico, Amarilla , Medium ,1683.0,260.0,7.0,11781.0,589.05,0.05,11191.95,8415.0,0.7519,2776.95,0.2357,Medium,2014-07-01,7.0, July ,2014.0
Government,Germany, Amarilla ,None,1686.0,260.0,7.0,11802.0,0.0,0.0,11802.0,8430.0,0.7143,3372.0,0.2857,Medium,2014-07-01,7.0, July ,2014.0
Government,Mexico, Amarilla , Medium ,1694.0,260.0,20.0,33880.0,3049.2,0.09,30830.8,16940.0,0.5495,13890.8,0.41,High,2014-11-01,11.0, November ,2014.0
Small Business,Canada, Paseo , Medium ,1702.0,10.0,300.0,510600.0,35742.0,0.07,474858.0,425500.0,0.8961,49358.0,0.0967,Low,2014-05-01,5.0, May ,2014.0
Enterprise,Germany, Montana , Low ,1706.0,5.0,125.0,213250.0,6397.5,0.03,206852.5,204720.0,0.9897,2132.5,0.01,Low,2014-12-01,12.0, December ,2014.0
Enterprise,Germany, Paseo , Low ,1706.0,10.0,125.0,213250.0,6397.5,0.03,206852.5,204720.0,0.9897,2132.5,0.01,Low,2014-12-01,12.0, December ,2014.0
Government,Mexico, Montana , High ,1715.0,5.0,20.0,34300.0,4116.0,0.12,30184.0,17150.0,0.5682,13034.0,0.38,Medium,2013-10-01,10.0, October ,2013.0
Government,Mexico, Paseo , High ,1715.0,10.0,20.0,34300.0,4116.0,0.12,30184.0,17150.0,0.5682,13034.0,0.38,Medium,2013-10-01,10.0, October ,2013.0
Government,Canada, Paseo ,None,1725.0,10.0,350.0,603750.0,0.0,0.0,603750.0,448500.0,0.7429000000000001,155250.0,0.2571,Medium,2013-11-01,11.0, November ,2013.0
Government,Mexico, Montana , High ,1727.0,5.0,7.0,12089.0,1692.46,0.14,10396.54,8635.0,0.8306,1761.54,0.1457,Low,2013-10-01,10.0, October ,2013.0
Government,Mexico, Amarilla , High ,1727.0,260.0,7.0,12089.0,1692.46,0.14,10396.54,8635.0,0.8306,1761.54,0.1457,Low,2013-10-01,10.0, October ,2013.0
Small Business,Germany, Paseo , Low ,1728.0,10.0,300.0,518400.0,10368.0,0.02,508032.0,432000.0,0.8503000000000001,76032.0,0.1467,Low,2014-05-01,5.0, May ,2014.0
Government,France, Paseo , High ,1731.0,10.0,7.0,12117.0,1696.38,0.14,10420.62,8655.0,0.8306,1765.62,0.1457,Low,2014-10-01,10.0, October ,2014.0
Government,France, Amarilla , High ,1731.0,260.0,7.0,12117.0,1696.38,0.14,10420.62,8655.0,0.8306,1765.62,0.1457,Low,2014-10-01,10.0, October ,2014.0
Channel Partners,France, VTT , High ,1734.0,250.0,12.0,20808.0,2288.88,0.11,18519.12,5202.0,0.2809,13317.12,0.64,High,2014-01-01,1.0, January ,2014.0
Channel Partners,France, VTT , Medium ,1738.5,250.0,12.0,20862.0,1460.34,0.07,19401.66,5215.5,0.2688,14186.16,0.68,High,2014-04-01,4.0, April ,2014.0
Government,United States of America, Carretera , High ,1743.0,3.0,20.0,34860.0,4880.4,0.14,29979.6,17430.0,0.5814,12549.6,0.36,Medium,2014-05-01,5.0, May ,2014.0
Midmarket,Germany, Paseo , Medium ,1743.0,10.0,15.0,26145.0,1568.7,0.06,24576.3,17430.0,0.7092,7146.3,0.2733,Medium,2014-08-01,8.0, August ,2014.0
Midmarket,Canada, Paseo , High ,1743.0,10.0,15.0,26145.0,3660.3,0.14,22484.7,17430.0,0.7752,5054.7,0.19329999999999997,Medium,2013-10-01,10.0, October ,2013.0
Midmarket,Canada, Amarilla , High ,1743.0,260.0,15.0,26145.0,3660.3,0.14,22484.7,17430.0,0.7752,5054.7,0.19329999999999997,Medium,2013-10-01,10.0, October ,2013.0
Enterprise,France, VTT , Low ,1744.0,250.0,125.0,218000.0,2180.0,0.01,215820.0,209280.0,0.9697,6540.0,0.03,Low,2014-11-01,11.0, November ,2014.0
Government,France, Montana , Medium ,1757.0,5.0,20.0,35140.0,2108.4,0.06,33031.6,17570.0,0.5318999999999999,15461.6,0.44,High,2013-10-01,10.0, October ,2013.0
Government,France, Paseo , Medium ,1757.0,10.0,20.0,35140.0,2108.4,0.06,33031.6,17570.0,0.5318999999999999,15461.6,0.44,High,2013-10-01,10.0, October ,2013.0
Government,Mexico, Paseo , Low ,1760.0,10.0,7.0,12320.0,369.6,0.03,11950.4,8800.0,0.7364,3150.4,0.2557,Medium,2013-09-01,9.0, September ,2013.0
Government,United States of America, Carretera , Medium ,1761.0,3.0,350.0,616350.0,43144.5,0.07,573205.5,457860.0,0.7988,115345.5,0.18710000000000002,Medium,2014-03-01,3.0, March ,2014.0
Midmarket,United States of America, Paseo , High ,1767.0,10.0,15.0,26505.0,3710.7,0.14,22794.3,17670.0,0.7752,5124.3,0.19329999999999997,Medium,2014-09-01,9.0, September ,2014.0
Channel Partners,Germany, Amarilla , High ,1770.0,260.0,12.0,21240.0,2761.2,0.13,18478.8,5310.0,0.2874,13168.8,0.62,High,2013-12-01,12.0, December ,2013.0
Small Business,France, Montana , High ,1773.0,5.0,300.0,531900.0,63828.0,0.12,468072.0,443250.0,0.9470000000000001,24822.0,0.0467,Low,2014-04-01,4.0, April ,2014.0
Enterprise,Canada, Paseo , Low ,1774.0,10.0,125.0,221750.0,6652.5,0.03,215097.5,212880.0,0.9897,2217.5,0.01,Low,2014-03-01,3.0, March ,2014.0
Channel Partners,Germany, Paseo , Medium ,1775.0,10.0,12.0,21300.0,1917.0,0.09,19383.0,5325.0,0.2747,14058.0,0.66,High,2013-11-01,11.0, November ,2013.0
Government,Canada, Amarilla , Low ,1778.0,260.0,350.0,622300.0,24892.0,0.04,597408.0,462280.0,0.7737999999999999,135128.0,0.21710000000000002,Medium,2013-12-01,12.0, December ,2013.0
Channel Partners,France, Paseo , Low ,1785.0,10.0,12.0,21420.0,428.4,0.02,20991.6,5355.0,0.2551,15636.6,0.73,High,2013-11-01,11.0, November ,2013.0
Government,France, Carretera , High ,1790.0,3.0,350.0,626500.0,81445.0,0.13,545055.0,465400.0,0.8539,79655.0,0.12710000000000002,Low,2014-03-01,3.0, March ,2014.0
Government,Germany, Montana , Low ,1797.0,5.0,350.0,628950.0,18868.5,0.03,610081.5,467220.0,0.7658,142861.5,0.2271,Medium,2013-09-01,9.0, September ,2013.0
Government,Canada, Paseo , Medium ,1802.0,10.0,20.0,36040.0,1802.0,0.05,34238.0,18020.0,0.5263,16218.0,0.45,High,2013-12-01,12.0, December ,2013.0
Enterprise,France, Velo ,None,1804.0,120.0,125.0,225500.0,0.0,0.0,225500.0,216480.0,0.96,9020.0,0.04,Low,2014-02-01,2.0, February ,2014.0
Enterprise,United States of America, Montana , High ,1804.0,5.0,125.0,225500.0,22550.0,0.1,202950.0,216480.0,1.0667,-13530.0,-0.06,Low,2013-11-01,11.0, November ,2013.0
Channel Partners,United States of America, VTT , High ,1806.0,250.0,12.0,21672.0,3250.8,0.15,18421.2,5418.0,0.29410000000000003,13003.2,0.6,High,2014-05-01,5.0, May ,2014.0
Government,Canada, Velo , High ,1808.0,120.0,7.0,12656.0,1392.16,0.11,11263.84,9040.0,0.8026000000000001,2223.84,0.1757,Medium,2014-11-01,11.0, November ,2014.0
Government,Canada, Paseo ,None,1817.0,10.0,20.0,36340.0,0.0,0.0,36340.0,18170.0,0.5,18170.0,0.5,High,2014-12-01,12.0, December ,2014.0
Government,Canada, VTT ,None,1817.0,250.0,20.0,36340.0,0.0,0.0,36340.0,18170.0,0.5,18170.0,0.5,High,2014-12-01,12.0, December ,2014.0
Enterprise,Mexico, Paseo , Low ,1823.0,10.0,125.0,227875.0,2278.75,0.01,225596.25,218760.0,0.9697,6836.25,0.03,Low,2014-07-01,7.0, July ,2014.0
Government,Canada, Montana , Low ,1830.0,5.0,7.0,12810.0,128.1,0.01,12681.9,9150.0,0.7215,3531.9,0.2757,Medium,2014-08-01,8.0, August ,2014.0
Government,Mexico, Carretera , Medium ,1834.0,3.0,20.0,36680.0,2567.6,0.07,34112.4,18340.0,0.5376,15772.4,0.43,High,2013-09-01,9.0, September ,2013.0
Enterprise,France, Montana , Medium ,1857.0,5.0,125.0,232125.0,20891.25,0.09,211233.75,222840.0,1.0549,-11606.25,-0.05,Low,2013-11-01,11.0, November ,2013.0
Channel Partners,United States of America, Carretera , Low ,1858.0,3.0,12.0,22296.0,222.96,0.01,22073.04,5574.0,0.2525,16499.04,0.74,High,2014-02-01,2.0, February ,2014.0
Small Business,Germany, Montana , Low ,1859.0,5.0,300.0,557700.0,22308.0,0.04,535392.0,464750.0,0.8681,70642.0,0.1267,Low,2014-08-01,8.0, August ,2014.0
Government,Mexico, Amarilla , Low ,1865.0,260.0,350.0,652750.0,26110.0,0.04,626640.0,484900.0,0.7737999999999999,141740.0,0.21710000000000002,Medium,2014-02-01,2.0, February ,2014.0
Channel Partners,France, Carretera , Medium ,1865.0,3.0,12.0,22380.0,1119.0,0.05,21261.0,5595.0,0.2632,15666.0,0.7,High,2014-02-01,2.0, February ,2014.0
Small Business,United States of America, VTT , Medium ,1867.0,250.0,300.0,560100.0,50409.0,0.09,509691.0,466750.0,0.9158,42941.0,0.0767,Low,2014-09-01,9.0, September ,2014.0
Government,Germany, VTT , High ,1870.0,250.0,350.0,654500.0,65450.0,0.1,589050.0,486200.0,0.8254,102850.0,0.15710000000000002,Medium,2013-12-01,12.0, December ,2013.0
Midmarket,Mexico, Amarilla , High ,1870.0,260.0,15.0,28050.0,3927.0,0.14,24123.0,18700.0,0.7752,5423.0,0.19329999999999997,Medium,2013-11-01,11.0, November ,2013.0
Small Business,Canada, VTT , Low ,1874.0,250.0,300.0,562200.0,16866.0,0.03,545334.0,468500.0,0.8591,76834.0,0.1367,Low,2014-08-01,8.0, August ,2014.0
Channel Partners,Canada, Carretera , Medium ,1884.0,3.0,12.0,22608.0,1582.56,0.07,21025.44,5652.0,0.2688,15373.44,0.68,High,2014-08-01,8.0, August ,2014.0
Government,France, Montana ,None,1899.0,5.0,20.0,37980.0,0.0,0.0,37980.0,18990.0,0.5,18990.0,0.5,High,2014-06-01,6.0, June ,2014.0
Government,France, Amarilla ,None,1899.0,260.0,20.0,37980.0,0.0,0.0,37980.0,18990.0,0.5,18990.0,0.5,High,2014-06-01,6.0, June ,2014.0
Channel Partners,France, Montana , Low ,1901.0,5.0,12.0,22812.0,684.36,0.03,22127.64,5703.0,0.2577,16424.64,0.72,High,2014-06-01,6.0, June ,2014.0
Channel Partners,France, Paseo , Low ,1901.0,10.0,12.0,22812.0,684.36,0.03,22127.64,5703.0,0.2577,16424.64,0.72,High,2014-06-01,6.0, June ,2014.0
Government,Germany, Amarilla , Low ,1907.0,260.0,350.0,667450.0,26698.0,0.04,640752.0,495820.0,0.7737999999999999,144932.0,0.21710000000000002,Medium,2014-09-01,9.0, September ,2014.0
Small Business,Canada, Paseo , Low ,1916.0,10.0,300.0,574800.0,11496.0,0.02,563304.0,479000.0,0.8503000000000001,84304.0,0.1467,Low,2014-12-01,12.0, December ,2014.0
Small Business,Canada, Amarilla , Low ,1916.0,260.0,300.0,574800.0,11496.0,0.02,563304.0,479000.0,0.8503000000000001,84304.0,0.1467,Low,2014-12-01,12.0, December ,2014.0
Channel Partners,Mexico, VTT , Low ,1916.0,250.0,12.0,22992.0,689.76,0.03,22302.24,5748.0,0.2577,16554.24,0.72,High,2014-04-01,4.0, April ,2014.0
Enterprise,Canada, Velo , High ,1916.0,120.0,125.0,239500.0,23950.0,0.1,215550.0,229920.0,1.0667,-14370.0,-0.06,Low,2013-12-01,12.0, December ,2013.0
Government,France, Paseo , High ,1922.0,10.0,350.0,672700.0,94178.0,0.14,578522.0,499720.0,0.8637999999999999,78802.0,0.11710000000000001,Low,2013-11-01,11.0, November ,2013.0
Midmarket,United States of America, Paseo , Low ,1925.0,10.0,15.0,28875.0,577.5,0.02,28297.5,19250.0,0.6803,9047.5,0.31329999999999997,Medium,2013-12-01,12.0, December ,2013.0
Government,Germany, Paseo , Medium ,1934.0,10.0,20.0,38680.0,3094.4,0.08,35585.6,19340.0,0.5435,16245.6,0.42,High,2014-09-01,9.0, September ,2014.0
Channel Partners,Canada, Carretera , High ,1937.0,3.0,12.0,23244.0,2556.84,0.11,20687.16,5811.0,0.2809,14876.16,0.64,High,2014-02-01,2.0, February ,2014.0
